model,hit_rate,cumulative_excess_return,annualized_sharpe
LinearRegression,0.17721518987341772,-0.0007639227204503385,0.06941654605557403
RidgeRegression,0.17721518987341772,-0.03782500219425533,0.03215930968158541
RandomForest,0.17721518987341772,-0.3862630195435186,-0.276997625191908
